Service Request Number,Service Request: Type Name,Work Order Number,Date/Time Opened,Date/Time Closed,Service Request Status,Service Request: Description,Department,Work Order Status,Street Block,Zip Code,_key,_address,_latitude,_longitude,_count
SR20-05339777,No Heat Complaint,20-03360234,10/26/2020 3:52 PM,10/28/2020 2:42 PM,Completed,,DOB - Buildings,Closed,9200 S Woodlawn Ave,60619,9200 S Woodlawn Ave-60619,"9200 S Woodlawn Ave, Chicago, IL 60619, USA",41.72753,-87.59525599999999,1
SR20-05340057,No Heat Complaint,20-03360407,10/26/2020 4:27 PM,10/28/2020 10:38 AM,Completed,,DOB - Buildings,Closed,900 W Oakdale Ave,60657,900 W Oakdale Ave-60657,"900 W Oakdale Ave, Chicago, IL 60657, USA",41.9353998,-87.65154509999999,2
SR20-05340533,No Heat Complaint,20-03360637,10/26/2020 5:59 PM,11/3/2020 3:20 PM,Completed,,DOB - Buildings,Closed,1500 W Van Buren St,60607,1500 W Van Buren St-60607,"1500 W Van Buren St, Chicago, IL 60607, USA",41.876668,-87.664622,2
SR20-05340852,No Heat Complaint,20-03360749,10/26/2020 7:11 PM,10/28/2020 11:39 AM,Completed,,DOB - Buildings,Closed,1500 W Farwell Ave,60626,1500 W Farwell Ave-60626,"1500 W Farwell Ave, Chicago, IL 60626, USA",42.006993,-87.668089,2
SR20-05341033,No Heat Complaint,20-03360834,10/26/2020 8:02 PM,10/28/2020 12:07 PM,Completed,,DOB - Buildings,Closed,5700 N Magnolia Ave,60660,5700 N Magnolia Ave-60660,"5700 N Magnolia Ave, Chicago, IL 60660, USA",41.9860097,-87.6615573,1
SR20-05341071,No Heat Complaint,20-03360846,10/26/2020 8:15 PM,10/28/2020 10:05 AM,Completed,"FRONT ENTRY AND REAR EXIT DOORS HAVE BROKEN LOCKS, CRACKED WINDOWS/WINDOWS NOT SEALED PROPERLY",DOB - Buildings,Closed,6300 S Elizabeth St,60636,6300 S Elizabeth St-60636,"6300 S Elizabeth St, Chicago, IL 60636, USA",41.7793565,-87.6557146,1
SR20-05341107,No Heat Complaint,20-03360861,10/26/2020 8:28 PM,10/27/2020 11:00 AM,Completed,,DOB - Buildings,Closed,8100 S Kingston Ave,60617,8100 S Kingston Ave-60617,"8100 S Kingston Ave, Chicago, IL 60617, USA",41.7480062,-87.5628174,2
SR20-05341118,No Heat Complaint,20-03360867,10/26/2020 8:31 PM,11/3/2020 3:20 PM,Completed,Landlord shut off heat to try an illegally evict tenant.,DOB - Buildings,Closed,2400 W Division St,60622,2400 W Division St-60622,"2400 W Division St, Chicago, IL 60622, USA",41.9031662,-87.6872262,2
SR20-05341127,No Heat Complaint,20-03360870,10/26/2020 8:33 PM,10/28/2020 10:05 AM,Completed,,DOB - Buildings,Closed,6300 S Campbell Ave,60629,6300 S Campbell Ave-60629,"6300 S Campbell Ave, Chicago, IL 60629, USA",41.7790938,-87.6862024,1
SR20-05341507,No Heat Complaint,20-03360989,10/26/2020 10:33 PM,10/28/2020 10:00 AM,Completed,,DOB - Buildings,Closed,700 W Belmont Ave,60657,700 W Belmont Ave-60657,"700 W Belmont Ave, Chicago, IL 60657, USA",41.9400228,-87.64681759999999,1
SR20-05341541,No Heat Complaint,20-03360998,10/26/2020 10:52 PM,10/29/2020 8:36 AM,Completed,TENANT REPORTS THAT HE HAS NOT HAD ANY HEAT SINCE SEPT. 15TH,DOB - Buildings,Closed,7800 S Morgan St,60620,7800 S Morgan St-60620,"7800 S Morgan St, Chicago, IL 60620, USA",41.75217300000001,-87.649271,3
SR20-05342188,No Heat Complaint,20-03361247,10/27/2020 7:44 AM,11/3/2020 11:12 AM,Completed,,DOB - Buildings,Closed,1500 E 62Nd St,60637,1500 E 62Nd St-60637,"1500 E 62nd St, Chicago, IL 60637, USA",41.782958,-87.5893052,1
SR20-05342225,No Heat Complaint,20-03361267,10/27/2020 7:53 AM,10/28/2020 8:29 AM,Completed,,DOB - Buildings,Closed,9400 S Laflin St,60620,9400 S Laflin St-60620,"9400 S Laflin St, Chicago, IL 60620, USA",41.722882,-87.660624,1
SR20-05342518,No Heat Complaint,20-03361490,10/27/2020 8:49 AM,11/2/2020 11:00 AM,Completed,,DOB - Buildings,Closed,1200 N Clybourn Ave,60610,1200 N Clybourn Ave-60610,"1200 N Clybourn Ave, Chicago, IL 60610, USA",41.9038881,-87.64038049999999,2
SR20-05342784,No Heat Complaint,20-03361659,10/27/2020 9:24 AM,11/1/2020 12:45 PM,Completed,,DOB - Buildings,Closed,6700 S Paxton Ave,60649,6700 S Paxton Ave-60649,"6700 S Paxton Ave, Chicago, IL 60649, USA",41.7732777,-87.57191,4
SR20-05342945,No Heat Complaint,20-03361748,10/27/2020 9:44 AM,10/28/2020 8:23 AM,Completed,,DOB - Buildings,Closed,4900 W Fulton St,60644,4900 W Fulton St-60644,"4900 W Fulton St, Chicago, IL 60644, USA",41.8859587,-87.7480901,1
SR20-05343083,No Heat Complaint,20-03361860,10/27/2020 10:01 AM,10/29/2020 4:15 PM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,Closed,1500 E 70Th St,60637,1500 E 70Th St-60637,"1500 E 70th St, Chicago, IL 60637, USA",41.7678482,-87.5879358,1
SR20-05343138,No Heat Complaint,20-03361899,10/27/2020 10:10 AM,10/30/2020 9:08 AM,Completed,LANDLORD REFUSES TO DO ANTHING,DOB - Buildings,Closed,800 E 92Nd St,60619,800 E 92Nd St-60619,"800 E 92nd St, Chicago, IL 60619, USA",41.7275104,-87.6045513,3
SR20-05343569,No Heat Complaint,20-03362213,10/27/2020 11:07 AM,10/29/2020 4:29 PM,Completed,,DOB - Buildings,Closed,100 E 70Th St,60637,100 E 70Th St-60637,"100 E 70th St, Chicago, IL 60637, USA",41.76739269999999,-87.6217361,1
SR20-05344058,No Heat Complaint,20-03362590,10/27/2020 12:01 PM,11/2/2020 1:35 PM,Completed,,DOB - Buildings,Closed,7300 S South Shore Dr,60649,7300 S South Shore Dr-60649,"7300 S South Shore Dr, Chicago, IL 60649, USA",41.7636451,-87.5609446,1
SR20-05344368,No Heat Complaint,20-03362795,10/27/2020 12:31 PM,11/2/2020 11:00 AM,Completed,I submitted a maintenance request to my landlord.,DOB - Buildings,Closed,4400 N Ashland Ave,60640,4400 N Ashland Ave-60640,"4400 N Ashland Ave, Chicago, IL 60640, USA",41.9618955,-87.6697504,1
SR20-05344437,No Heat Complaint,20-03362830,10/27/2020 12:39 PM,11/2/2020 11:00 AM,Completed,,DOB - Buildings,Closed,2200 S Ridgeway Ave,60623,2200 S Ridgeway Ave-60623,"2200 S Ridgeway Ave, Chicago, IL 60623, USA",41.8516324,-87.7186358,2
SR20-05344505,No Heat Complaint,20-03362876,10/27/2020 12:46 PM,11/2/2020 11:01 AM,Completed,LANDLORD NOT DOING NOTHING,DOB - Buildings,Closed,4800 N Sheridan Rd,60640,4800 N Sheridan Rd-60640,"4800 N Sheridan Rd, Chicago, IL 60640, USA",41.9692088,-87.65535779999999,1
SR20-05344520,No Heat Complaint,20-03362885,10/27/2020 12:48 PM,11/3/2020 3:57 PM,Completed,,DOB - Buildings,Closed,8500 S Marquette Ave,60617,8500 S Marquette Ave-60617,"8500 S Marquette Ave, Chicago, IL 60617, USA",41.74091060000001,-87.55878030000001,1
SR20-05344703,No Heat Complaint,20-03362988,10/27/2020 1:08 PM,11/2/2020 11:01 AM,Completed,,DOB - Buildings,Closed,2700 S Avers Ave,60623,2700 S Avers Ave-60623,"2700 S Avers Ave, Chicago, IL 60623, USA",41.8423396,-87.72112899999999,2
SR20-05345129,No Heat Complaint,20-03363262,10/27/2020 1:57 PM,11/3/2020 2:33 PM,Completed,,DOB - Buildings,Closed,6200 S Kenwood Ave,60637,6200 S Kenwood Ave-60637,"6200 S Kenwood Ave, Chicago, IL 60637, USA",41.782017,-87.59353999999999,1
SR20-05345389,No Heat Complaint,20-03363453,10/27/2020 2:22 PM,10/29/2020 4:17 PM,Completed,,DOB - Buildings,Closed,4600 S Rockwell St,60632,4600 S Rockwell St-60632,"4600 S Rockwell St, Chicago, IL 60632, USA",41.8100222,-87.68964729999999,1
SR20-05345869,No Heat Complaint,20-03363758,10/27/2020 3:14 PM,10/29/2020 3:37 PM,Completed,,DOB - Buildings,Closed,1100 E Hyde Park Blvd,60615,1100 E Hyde Park Blvd-60615,"1100 E Hyde Park Blvd, Chicago, IL 60615, USA",41.8028883,-87.598619,1
SR20-05346258,No Heat Complaint,20-03363976,10/27/2020 4:09 PM,10/29/2020 4:29 PM,Completed,,DOB - Buildings,Closed,2600 W 59Th St,60629,2600 W 59Th St-60629,"2600 W 59th St, Chicago, IL 60629, USA",41.7865774,-87.68887649999999,2
SR20-05346565,No Heat Complaint,20-03364146,10/27/2020 5:00 PM,11/2/2020 9:37 AM,Completed,"84YRS

HAS A CARE TAKER NAMED XXXXXXXXXXXXXXXXXX",DOB - Buildings,Closed,6300 S Bishop St,60636,6300 S Bishop St-60636,"6300 S Bishop St, Chicago, IL 60636, USA",41.7800723,-87.6605936,1
SR20-05346747,No Heat Complaint,20-03364243,10/27/2020 5:51 PM,11/2/2020 7:24 AM,Completed,not on long enough to warm apartment. owner told him problem is due to tenant keep opening the windows. tenant did state that he has to open the window sometimes.,DOB - Buildings,Closed,4900 S Prairie Ave,60615,4900 S Prairie Ave-60615,"4900 S Prairie Ave, Chicago, IL 60615, USA",41.8056964,-87.6194927,1
SR20-05346881,No Heat Complaint,20-03364291,10/27/2020 6:28 PM,11/2/2020 11:01 AM,Completed,,DOB - Buildings,Closed,5000 W Congress Pkwy,60644,5000 W Congress Pkwy-60644,"5000 W Congress Pkwy, Chicago, IL 60644, USA",41.8742938,-87.74946059999999,3
SR20-05347190,No Heat Complaint,20-03364448,10/27/2020 8:12 PM,11/2/2020 11:01 AM,Completed,Everybody else's heat on floor is working except for caller's.,DOB - Buildings,Closed,2100 N Clark St,60614,2100 N Clark St-60614,"2100 N Clark St, Chicago, IL 60614, USA",41.9202775,-87.6375126,2
SR20-05347292,No Heat Complaint,20-03364482,10/27/2020 8:45 PM,10/30/2020 9:08 AM,Completed,"After signing the rental lease, the owner & her son have harassed/intimidated me. I believe the owner has abandoned her home. I've knocked on her door for months & she doesn't answer the door. On rent day, I called to pay rent & she said tape it on door.",DOB - Buildings,Closed,10400 S Prairie Ave,60628,10400 S Prairie Ave-60628,"10400 S Prairie Ave, Chicago, IL 60628, USA",41.705228,-87.617014,1
SR20-05347419,No Heat Complaint,20-03364540,10/27/2020 9:36 PM,11/2/2020 11:01 AM,Completed,,DOB - Buildings,Closed,6400 N Milwaukee Ave,60631,6400 N Milwaukee Ave-60631,"6400 N Milwaukee Ave, Chicago, IL 60631, USA",41.9974956,-87.7883804,1
SR20-05347658,No Heat Complaint,20-03364591,10/27/2020 11:21 PM,10/29/2020 4:29 PM,Completed,,DOB - Buildings,Closed,8900 S Marshfield Ave,60620,8900 S Marshfield Ave-60620,"8900 S Marshfield Ave, Chicago, IL 60620, USA",41.7302598,-87.6635251,1
SR20-05347864,No Heat Complaint,20-03364655,10/28/2020 3:39 AM,11/3/2020 7:53 AM,Completed,,DOB - Buildings,Closed,700 E 80Th St,60619,700 E 80Th St-60619,"700 E 80th St, Chicago, IL 60619, USA",41.7494015,-87.6076068,2
SR20-05348005,No Heat Complaint,20-03364712,10/28/2020 6:26 AM,11/5/2020 9:03 AM,Completed,Please we need heat. Everyone in my household has asthma.,DOB - Buildings,Closed,5800 N Spaulding Ave,60659,5800 N Spaulding Ave-60659,"5800 N Spaulding Ave, Chicago, IL 60659, USA",41.9868279,-87.71170049999999,1
SR20-05348010,No Heat Complaint,20-03364716,10/28/2020 6:30 AM,11/3/2020 2:28 PM,Completed,,DOB - Buildings,Closed,3800 S California Ave,60632,3800 S California Ave-60632,"3800 S California Ave, Chicago, IL 60632, USA",41.824019,-87.69498,1
SR20-05348038,No Heat Complaint,20-03364733,10/28/2020 6:41 AM,11/2/2020 10:31 AM,Completed,"This is a Senior Building, no heat for 3 nights/ Manager is Irene Rhodes, phone# is 312-842-5500, Ext.3169.  Also, the back door is always open letting air, and this is unsafe.",DOB - Buildings,Closed,3300 N Lake Shore Dr,60657,3300 N Lake Shore Dr-60657,"3300 N Lake Shore Dr, Chicago, IL 60657, USA",41.94247310000001,-87.6403411,4
SR20-05348313,No Heat Complaint,20-03364889,10/28/2020 8:04 AM,11/5/2020 8:37 AM,Completed,NO DOORBELLS----PLEASE CALL BEFORE COMING OUT---NO HOT WATER AS WELL,DOB - Buildings,Closed,200 S Hamlin Blvd,60624,200 S Hamlin Blvd-60624,"200 S Hamlin Blvd, Chicago, IL 60624, USA",41.8777994,-87.7210266,1
SR20-05348481,No Heat Complaint,20-03365004,10/28/2020 8:33 AM,10/30/2020 10:29 AM,Completed,CALL BEFORE COMING OUT----NO DOORBELLS,DOB - Buildings,Closed,5000 W Maypole Ave,60644,5000 W Maypole Ave-60644,"5000 W Maypole Ave, Chicago, IL 60644, USA",41.8843893,-87.7503308,1
SR20-05348489,No Heat Complaint,20-03365009,10/28/2020 8:34 AM,10/30/2020 3:32 PM,Completed,,DOB - Buildings,Closed,11000 S Longwood Dr,60643,11000 S Longwood Dr-60643,"11000 S Longwood Dr, Chicago, IL 60643, USA",41.6943893,-87.67157279999999,1
SR20-05349129,No Heat Complaint,20-03365452,10/28/2020 9:42 AM,11/2/2020 1:16 PM,Completed,,DOB - Buildings,Closed,4400 N Kasson Ave,60630,4400 N Kasson Ave-60630,"4400 N Kasson Ave, Chicago, IL 60630, USA",41.9617042,-87.7290498,1
SR20-05349558,No Heat Complaint,20-03365729,10/28/2020 10:25 AM,10/30/2020 11:43 AM,Completed,,DOB - Buildings,Closed,5200 W Washington Blvd,60644,5200 W Washington Blvd-60644,"5200 W Washington Blvd, Chicago, IL 60644, USA",41.8826088,-87.75534189999999,1
SR20-05350143,No Heat Complaint,20-03366134,10/28/2020 11:28 AM,10/30/2020 3:31 PM,Completed,CALL BEFORE COMING,DOB - Buildings,Closed,5600 S Halsted St,60621,5600 S Halsted St-60621,"5600 S Halsted St, Chicago, IL 60621, USA",41.7923202,-87.6454875,1
SR20-05350597,No Heat Complaint,20-03366455,10/28/2020 12:27 PM,11/3/2020 5:32 PM,Completed,,DOB - Buildings,Closed,7900 S Princeton Ave,60620,7900 S Princeton Ave-60620,"7900 S Princeton Ave, Chicago, IL 60620, USA",41.7508202,-87.6318782,2
SR20-05350891,No Heat Complaint,20-03366654,10/28/2020 12:58 PM,11/10/2020 9:15 AM,Completed,,DOB - Buildings,Closed,7100 S Euclid Ave,60649,7100 S Euclid Ave-60649,"7100 S Euclid Ave, Chicago, IL 60649, USA",41.7659763,-87.5784733,2
SR20-05351110,No Heat Complaint,20-03366797,10/28/2020 1:21 PM,11/1/2020 12:46 PM,Completed,Please contact caller prior to coming out for entry - MUST KNOW WHEN INSPECTOR IS COMING OUT FOR ENTRY,DOB - Buildings,Closed,2000 W 62Nd St,60636,2000 W 62Nd St-60636,"2000 W 62nd St, Chicago, IL 60636, USA",41.7811515,-87.6739549,1
SR20-05351431,No Heat Complaint,20-03367011,10/28/2020 1:57 PM,11/6/2020 11:21 AM,Completed,,DOB - Buildings,Closed,4100 W School St,60641,4100 W School St-60641,"4100 W School St, Chicago, IL 60641, USA",41.94087409999999,-87.72969719999999,1
SR20-05351682,No Heat Complaint,20-03367202,10/28/2020 2:28 PM,11/1/2020 12:46 PM,Completed,LANDLORD WON'T TURN ON THE HEAT---,DOB - Buildings,Closed,3700 W 60Th Pl,60629,3700 W 60Th Pl-60629,"3700 W 60th Pl, Chicago, IL 60629, USA",41.783582,-87.715693,2
SR20-05352043,No Heat Complaint,20-03367427,10/28/2020 3:09 PM,10/30/2020 3:31 PM,Completed,,DOB - Buildings,Closed,11100 S Vernon Ave,60628,11100 S Vernon Ave-60628,"11100 S Vernon Ave, Chicago, IL 60628, USA",41.6927437,-87.6121639,1
SR20-05352550,No Heat Complaint,20-03367736,10/28/2020 4:22 PM,10/30/2020 2:11 PM,Completed,,DOB - Buildings,Closed,2700 W 25Th St,60608,2700 W 25Th St-60608,"2700 W 25th St, Chicago, IL 60608, USA",41.8467075,-87.69303,1
SR20-05353141,No Heat Complaint,20-03368042,10/28/2020 6:37 PM,10/30/2020 12:36 PM,Completed,,DOB - Buildings,Closed,4900 W Polk St,60644,4900 W Polk St-60644,"4900 W Polk St, Chicago, IL 60644, USA",41.87049200000001,-87.747137,3
SR20-05353454,No Heat Complaint,20-03368211,10/28/2020 8:36 PM,11/5/2020 9:06 AM,Completed,,DOB - Buildings,Closed,4500 N Sheridan Rd,60640,4500 N Sheridan Rd-60640,"4500 N Sheridan Rd, Chicago, IL 60640, USA",41.9637529,-87.655186,2
SR20-05354083,No Heat Complaint,20-03368491,10/29/2020 2:55 AM,11/1/2020 12:46 PM,Completed,,DOB - Buildings,Closed,1500 W Garfield Blvd,60609,1500 W Garfield Blvd-60609,"1500 W Garfield Blvd, Chicago, IL 60609, USA",41.7943325,-87.66231289999999,3
SR20-05354829,No Heat Complaint,20-03368892,10/29/2020 8:32 AM,11/2/2020 1:22 PM,Completed,,DOB - Buildings,Closed,7200 S Champlain Ave,60619,7200 S Champlain Ave-60619,"7200 S Champlain Ave, Chicago, IL 60619, USA",41.7638647,-87.6094389,4
SR20-05355179,No Heat Complaint,20-03369080,10/29/2020 9:11 AM,11/1/2020 12:46 PM,Completed,Please contact caller prior to coming out for entry- MUST KNOW WHEN THE INSPECTOR IS COMING OUT,DOB - Buildings,Closed,6900 S Paxton Ave,60649,6900 S Paxton Ave-60649,"6900 S Paxton Ave, Chicago, IL 60649, USA",41.769668,-87.571844,4
SR20-05355667,No Heat Complaint,20-03369377,10/29/2020 10:00 AM,11/2/2020 3:12 PM,Completed,,DOB - Buildings,Closed,7500 S South Shore Dr,60649,7500 S South Shore Dr-60649,"7500 S South Shore Dr, Chicago, IL 60649, USA",41.7601511,-87.557394,3
SR20-05356795,No Heat Complaint,20-03370112,10/29/2020 11:41 AM,11/5/2020 8:26 AM,Completed,,DOB - Buildings,Closed,0 N Waller Ave,60644,0 N Waller Ave-60644,"30 N Waller Ave # 113, Chicago, IL 60644, USA",41.8810534,-87.768357,9
SR20-05357050,No Heat Complaint,20-03370271,10/29/2020 12:09 PM,11/3/2020 4:24 PM,Completed,,DOB - Buildings,Closed,7300 S Blackstone Ave,60619,7300 S Blackstone Ave-60619,"7300 S Blackstone Ave, Chicago, IL 60619, USA",41.7622096,-87.5887391,1
SR20-05357388,No Heat Complaint,20-03370519,10/29/2020 12:41 PM,11/5/2020 8:39 AM,Completed,,DOB - Buildings,Closed,5000 N Lawndale Ave,60625,5000 N Lawndale Ave-60625,"5000 N Lawndale Ave, Chicago, IL 60625, USA",41.9720772,-87.72112899999999,1
SR20-05358985,No Heat Complaint,20-03371493,10/29/2020 3:05 PM,11/2/2020 3:13 PM,Completed,,DOB - Buildings,Closed,8700 S Cottage Grove Ave,60619,8700 S Cottage Grove Ave-60619,"8700 S Cottage Grove Ave, Chicago, IL 60619, USA",41.7364564,-87.6051645,4
SR20-05359105,No Heat Complaint,20-03371557,10/29/2020 3:21 PM,11/5/2020 8:24 AM,Completed,,DOB - Buildings,Closed,0 S Central Ave,60644,0 S Central Ave-60644,"4957 S Central Ave, Chicago, IL 60638, USA",41.802193,-87.7622791,1
SR20-05359163,No Heat Complaint,20-03371590,10/29/2020 3:27 PM,10/30/2020 8:09 AM,Completed,,DOB - Buildings,Closed,5500 W Van Buren St,60644,5500 W Van Buren St-60644,"5500 W Van Buren St, Chicago, IL 60644, USA",41.8750209,-87.761898,2
SR20-05359368,No Heat Complaint,20-03371722,10/29/2020 3:51 PM,11/3/2020 12:35 PM,Completed,,DOB - Buildings,Closed,0 W 111Th Pl,60628,0 W 111Th Pl-60628,"100 W 111th St, Chicago, IL 60628, USA",41.6928899,-87.62610099999999,3
SR20-05359502,No Heat Complaint,20-03371806,10/29/2020 4:05 PM,11/5/2020 8:21 AM,Completed,,DOB - Buildings,Closed,5400 W Madison St,60644,5400 W Madison St-60644,"5400 W Madison St, Chicago, IL 60644, USA",41.8805242,-87.7603207,1
SR20-05359513,No Heat Complaint,20-03371813,10/29/2020 4:06 PM,11/5/2020 8:32 AM,Completed,Have spoken with Condo President notified on Sunday 10/25/2020 was told I needed a special key for the living room radiator and would contact the heating person. Spoke again on 10/28/2020 gave same response of key needed for living room radiator awaiting,DOB - Buildings,Closed,3800 N Narragansett Ave,60634,3800 N Narragansett Ave-60634,"3800 N Narragansett Ave, Chicago, IL 60634, USA",41.9503407,-87.7866706,1
SR20-05360073,No Heat Complaint,20-03372141,10/29/2020 5:26 PM,11/3/2020 4:24 PM,Completed,,DOB - Buildings,Closed,5300 S Fairfield Ave,60632,5300 S Fairfield Ave-60632,"5300 S Fairfield Ave, Chicago, IL 60632, USA",41.7972215,-87.692953,1
SR20-05360517,No Heat Complaint,20-03372334,10/29/2020 6:56 PM,11/2/2020 8:42 AM,Completed,,DOB - Buildings,Closed,1600 S Indiana Ave,60616,1600 S Indiana Ave-60616,"1600 S Indiana Ave, Chicago, IL 60616, USA",41.8598878,-87.62299569999999,1
SR20-05360576,No Heat Complaint,20-03372382,10/29/2020 7:04 PM,11/5/2020 8:16 AM,Completed,The caller states if possible to please knock on the right side of the window she has no bell. This is paper in the window with her name on it.,DOB - Buildings,Closed,5200 W Hirsch St,60651,5200 W Hirsch St-60651,"5200 W Hirsch St, Chicago, IL 60651, USA",41.9058688,-87.75585679999999,1
SR20-05360656,No Heat Complaint,20-03372428,10/29/2020 7:22 PM,11/5/2020 8:13 AM,Completed,,DOB - Buildings,Closed,6900 N Sheridan Rd,60626,6900 N Sheridan Rd-60626,"6900 N Sheridan Rd, Chicago, IL 60626, USA",42.0069463,-87.6617157,1
SR20-05362072,No Heat Complaint,20-03372992,10/30/2020 7:46 AM,11/1/2020 12:46 PM,Completed,The temperature is at 66 Bc of a small electrical heater I am currently forced to use with a 2 yr old,DOB - Buildings,Closed,6400 S Langley Ave,60637,6400 S Langley Ave-60637,"6400 S Langley Ave, Chicago, IL 60637, USA",41.7784136,-87.60855169999999,1
SR20-05362092,No Heat Complaint,20-03373004,10/30/2020 7:51 AM,11/2/2020 1:35 PM,Completed,LANDLORD WON'T DO ANYTHING---NO DOORBELLS---PLEASE CALL BEFORE COMING OUT,DOB - Buildings,Closed,7000 S Emerald Ave,60621,7000 S Emerald Ave-60621,"7000 S Emerald Ave, Chicago, IL 60621, USA",41.766907,-87.643564,1
SR20-05362181,No Heat Complaint,20-03373063,10/30/2020 8:14 AM,11/2/2020 3:13 PM,Completed,,DOB - Buildings,Closed,7300 S Calumet Ave,60619,7300 S Calumet Ave-60619,"7300 S Calumet Ave, Chicago, IL 60619, USA",41.7618875,-87.6171531,1
SR20-05362632,No Heat Complaint,20-03373293,10/30/2020 9:13 AM,11/10/2020 1:57 PM,Completed,EMERGENCY - Caller is requesting for the building inspector to know that her 31 yr old son is parlayed and blind-disabled/BEDRIDDEN can not be without any heat- needs heat on asap.,DOB - Buildings,Closed,1900 W 61St St,60636,1900 W 61St St-60636,"1900 W 61st St, Chicago, IL 60636, USA",41.7830056,-87.6715713,1
SR20-05363593,No Heat Complaint,20-03373836,10/30/2020 10:51 AM,11/10/2020 1:30 PM,Completed,LANDLORD REFUSES TO FIX THE FURNANCE.---NO HEAT IN 1 MONTH.---IT'S THE BOTTOM BELL----CALL BEFORE COMING OUT,DOB - Buildings,Closed,3900 W Arthington St,60624,3900 W Arthington St-60624,"3900 W Arthington St, Chicago, IL 60624, USA",41.870106,-87.7230809,2
SR20-05363683,No Heat Complaint,20-03373887,10/30/2020 11:00 AM,11/2/2020 11:31 AM,Completed,,DOB - Buildings,Closed,5400 W Eddy St,60641,5400 W Eddy St-60641,"5400 W Eddy St, Chicago, IL 60641, USA",41.9452946,-87.7619955,1
SR20-05364147,No Heat Complaint,20-03374197,10/30/2020 11:43 AM,11/10/2020 1:31 PM,Completed,,DOB - Buildings,Closed,5100 W Carmen Ave,60630,5100 W Carmen Ave-60630,"5100 W Carmen Ave, Chicago, IL 60630, USA",41.9736017,-87.7554017,2
SR20-05364380,No Heat Complaint,20-03374345,10/30/2020 12:10 PM,11/3/2020 8:30 AM,Completed,,DOB - Buildings,Closed,7900 S Drexel Ave,60619,7900 S Drexel Ave-60619,"7900 S Drexel Ave, Chicago, IL 60619, USA",41.751185,-87.6029243,2
SR20-05366541,No Heat Complaint,20-03375525,10/30/2020 4:22 PM,11/10/2020 1:30 PM,Completed,,DOB - Buildings,Closed,2400 W Sunnyside Ave,60625,2400 W Sunnyside Ave-60625,"2400 W Sunnyside Ave, Chicago, IL 60625, USA",41.9631738,-87.6887247,2
SR20-05368386,No Heat Complaint,20-03376248,10/31/2020 5:43 AM,11/10/2020 1:30 PM,Completed,,DOB - Buildings,Closed,3900 W Van Buren St,60624,3900 W Van Buren St-60624,"3900 W Van Buren St, Chicago, IL 60624, USA",41.8754605,-87.723311,1
SR20-05369166,No Heat Complaint,20-03376503,10/31/2020 10:44 AM,11/3/2020 8:24 AM,Completed,,DOB - Buildings,Closed,8400 S Drexel Ave,60619,8400 S Drexel Ave-60619,"8400 S Drexel Ave, Chicago, IL 60619, USA",41.74212259999999,-87.6025458,1
SR20-05369576,No Heat Complaint,20-03376692,10/31/2020 12:37 PM,11/10/2020 1:30 PM,Completed,We have tried to come to an agreement with our landlord about having a professional come and fix this issue but he refuses to. We've also tried coming to an agreement about lowering our monthly rent since we will have to possibly use an electric one.,DOB - Buildings,Closed,1400 N Springfield Ave,60651,1400 N Springfield Ave-60651,"1400 N Springfield Ave, Chicago, IL 60651, USA",41.9063097,-87.7239805,2
SR20-05369688,No Heat Complaint,20-03376733,10/31/2020 1:03 PM,11/3/2020 10:45 AM,Completed,,DOB - Buildings,Closed,6500 S University Ave,60637,6500 S University Ave-60637,"6500 S University Ave, Chicago, IL 60637, USA",41.776689,-87.59889299999999,1
SR20-05370240,No Heat Complaint,20-03376937,10/31/2020 3:45 PM,11/10/2020 1:30 PM,Completed,,DOB - Buildings,Closed,400 W Dickens Ave,60614,400 W Dickens Ave-60614,"400 W Dickens Ave, Chicago, IL 60614, USA",41.9203968,-87.6391314,1
SR20-05370717,No Heat Complaint,20-03377100,10/31/2020 6:14 PM,11/2/2020 3:20 PM,Completed,The caller was told by landlord heat will be off until Friday.,DOB - Buildings,Closed,4200 S Princeton Ave,60609,4200 S Princeton Ave-60609,"4200 S Princeton Ave, Chicago, IL 60609, USA",41.818182,-87.6335735,1
SR20-05372033,No Heat Complaint,20-03377436,11/1/2020 5:24 AM,11/4/2020 3:47 PM,Completed,,DOB - Buildings,Closed,10200 S Yates Ave,60617,10200 S Yates Ave-60617,"10200 S Yates Ave, Chicago, IL 60617, USA",41.7097562,-87.5648144,1
SR20-05372137,No Heat Complaint,20-03377469,11/1/2020 6:58 AM,11/2/2020 3:27 PM,Completed,,DOB - Buildings,Closed,3900 W 63Rd St,60629,3900 W 63Rd St-60629,"3900 W 63rd St, Chicago, IL 60629, USA",41.7789727,-87.7204508,1
SR20-05372141,No Heat Complaint,20-03377472,11/1/2020 7:00 AM,11/10/2020 1:30 PM,Completed,,DOB - Buildings,Closed,1200 W Granville Ave,60660,1200 W Granville Ave-60660,"1200 W Granville Ave, Chicago, IL 60660, USA",41.994826,-87.660748,2
SR20-05372262,No Heat Complaint,20-03377504,11/1/2020 7:36 AM,11/2/2020 2:22 PM,Completed,"Harper, Wise & Associates is the new owner.  I spoke with Ms. Wise who informed me that there would be no heat or hot water at least until Monday 11/2.",DOB - Buildings,Closed,11200 S Indiana Ave,60628,11200 S Indiana Ave-60628,"11200 S Indiana Ave, Chicago, IL 60628, USA",41.690691,-87.61854149999999,6
